timestamp_utc,phase,project,module,arm,focal_class,test_class,status,duration_sec,detail
2026-07-14T02:44:36+00:00,run,,,,,,START,,Experiment runner started
2026-07-14T02:44:36+00:00,precheck,,,,,,START,,Loading pilot_24_classes.csv
2026-07-14T02:44:36+00:00,precheck,,,,,,PASS,,Buildable rows: 23; skipped rows: 1
2026-07-14T02:44:36+00:00,stage,,,,,,START,,Writing AgoneTest staging files
2026-07-14T02:44:36+00:00,stage,,,,,,PASS,,Staging files ready
2026-07-14T02:44:41+00:00,generation,,,,,,START,,Running EvoSuite and GPT arms
2026-07-14T02:44:44+00:00,project_run,3526892,,,,,START,,
2026-07-14T02:44:51+00:00,toolchain,,,,,,PASS,,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-14T02:44:55+00:00,evosuite_generate,3526892,,evosuite,Pricing,,FAIL,3.629,"canning for projects...
[WARNING] 
[WARNING] Some problems were encountered while building the effective model for com.ipeirotis:core:jar:1.1
[WARNING] 'dependencies.dependency.systemPath' for org.evosuite:evosuite-standalone-runtime:jar should use a variable instead of a hard-coded path D:/pilot_delivery/pilot_delivery/pilot_bundle_24/evosuite-standalone-runtime-1.2.0.jar @ line 65, column 154
[WARNING] 'dependencies.dependency.systemPath' for com.sun:tools:jar should use a variable instead of a hard-coded path C:/Program Files/Java/jdk1.8.0_172/lib/tools.jar @ line 65, column 391
[WARNING] 'build.plugins.plugin.(groupId:artifactId)' must be unique but found duplicate declaration of plugin org.apache.maven.plugins:maven-surefire-plugin @ line 93, column 1026
[WARNING] 
[WARNING] It is highly recommended to fix these problems because they threaten the stability of your build.
[WARNING] 
[WARNING] For this reason, future Maven versions might no longer support building such malformed pro"
2026-07-14T02:45:06+00:00,maven_verify_jacoco_pit,3526892,core,,,,FAIL,3.702,"The following general errors were encountered during the Maven build:

- Failed to execute goal on project core: Could not collect dependencies for project com.ipeirotis:core:jar:1.1
- Failed to read artifact descriptor for spy:spymemcached:jar:2.8.1
- Caused by: The following artifacts could not be resolved: spy:spymemcached:pom:2.8.1 (absent): Could not transfer artifact spy:spymemcached:pom:2.8.1 from/to spy (http://files.couchbase.com/maven2/): files.couchbase.com
- 
- -> [Help 1]
- 
- To see the full stack trace of the errors, re-run Maven with the -e switch.
- Re-run Maven using the -X switch to enable full debug logging.
- 
- For more information about the errors and possible solutions, please read the following articles:
- [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/DependencyResolutionException"
2026-07-14T02:45:07+00:00,project_run,3526892,,,,,PASS,22.094,
2026-07-14T02:45:07+00:00,project_run,37489990,,,,,START,,
2026-07-14T02:45:13+00:00,toolchain,,,,,,PASS,,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-14T02:46:32+00:00,evosuite_generate,37489990,,evosuite,TraceValve,,PASS,79.432,com.google.cloud.runtimes.tomcat.trace.TraceValve
2026-07-14T02:47:03+00:00,maven_verify_jacoco_pit,37489990,tomcat-gcp-lib,,,,PASS,30.007,-Dtest=com.google.cloud.runtimes.tomcat.trace.TraceValveTest
2026-07-14T02:47:23+00:00,maven_verify_jacoco_pit,37489990,tomcat-gcp-lib,,,,FAIL,6.128,"The following compilation errors were encountered during the Maven build:

- 
- D:\pilot_delivery\pilot_delivery\pilot_bundle_24\compiledrepos\37489990\tomcat-gcp-lib\src\test\java\com\google\cloud\runtimes\tomcat\trace\TraceValveTest.java:[55,61] cannot find symbol
- symbol:   class LifecycleException
- location: class com.google.cloud.runtimes.tomcat.trace.TraceValveTest
- D:\pilot_delivery\pilot_delivery\pilot_bundle_24\compiledrepos\37489990\tomcat-gcp-lib\src\test\java\com\google\cloud\runtimes\tomcat\trace\TraceValveTest.java:[62,63] cannot find symbol
- symbol:   class LifecycleException
- location: class com.google.cloud.runtimes.tomcat.trace.TraceValveTest
- D:\pilot_delivery\pilot_delivery\pilot_bundle_24\compiledrepos\37489990\tomcat-gcp-lib\src\test\java\com\google\cloud\runtimes\tomcat\trace\TraceValveTest.java:[61,22] cannot find symbol
- symbol:   class LifecycleException
- location: class com.google.cloud.runtimes.tomcat.trace.TraceValveTest"
2026-07-14T02:47:23+00:00,project_run,37489990,,,,,PASS,136.511,
2026-07-14T02:47:23+00:00,project_run,37728390,,,,,START,,
2026-07-14T02:47:29+00:00,toolchain,,,,,,PASS,,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-14T02:47:32+00:00,evosuite_generate,37728390,,evosuite,AttributeValue,,FAIL,3.196,"[INFO] Scanning for projects...
Downloading from repository3: http://maven.geotoolkit.org/cs/gmu/edu/eclab/mason-build/20/mason-build-20.pom
[ERROR] [ERROR] Some problems were encountered while processing the POMs:
[WARNING] 'dependencies.dependency.systemPath' for org.evosuite:evosuite-standalone-runtime:jar should use a variable instead of a hard-coded path D:/pilot_delivery/pilot_delivery/pilot_bundle_24/evosuite-standalone-runtime-1.2.0.jar @ line 163, column 154
[WARNING] 'dependencies.dependency.systemPath' for com.sun:tools:jar should use a variable instead of a hard-coded path C:/Program Files/Java/jdk1.8.0_172/lib/tools.jar @ line 163, column 391
[FATAL] Non-resolvable parent POM for cs.gmu.edu.eclab.contrib:geomason:1.6: The following artifacts could not be resolved: cs.gmu.edu.eclab:mason-build:pom:20 (absent): Could not transfer artifact cs.gmu.edu.eclab:mason-build:pom:20 from/to repository3 (http://maven.geotoolkit.org/): maven.geotoolkit.org and 'parent.relativePath' poi"
2026-07-14T02:47:46+00:00,maven_verify_jacoco_pit,37728390,contrib/geomason,,,,FAIL,3.401,"The following general errors were encountered during the Maven build:

- Some problems were encountered while processing the POMs:
- [FATAL] Non-resolvable parent POM for cs.gmu.edu.eclab.contrib:geomason:1.6: The following artifacts could not be resolved: cs.gmu.edu.eclab:mason-build:pom:20 (absent): Could not transfer artifact cs.gmu.edu.eclab:mason-build:pom:20 from/to repository3 (http://maven.geotoolkit.org/): maven.geotoolkit.org and 'parent.relativePath' points at wrong local POM @ line 4, column 10
- @
- The build could not read 1 project -> [Help 1]
- 
- The project cs.gmu.edu.eclab.contrib:geomason:1.6 (D:\pilot_delivery\pilot_delivery\pilot_bundle_24\compiledrepos\37728390\contrib\geomason\pom.xml) has 1 error
- Non-resolvable parent POM for cs.gmu.edu.eclab.contrib:geomason:1.6: The following artifacts could not be resolved: cs.gmu.edu.eclab:mason-build:pom:20 (absent): Could not transfer artifact cs.gmu.edu.eclab:mason-build:pom:20 from/to repository3 (http://maven.geotool"
2026-07-14T02:47:46+00:00,project_run,37728390,,,,,PASS,23.48,
2026-07-14T02:47:46+00:00,project_run,38080174,,,,,START,,
2026-07-14T02:47:54+00:00,toolchain,,,,,,PASS,,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-14T02:47:57+00:00,evosuite_generate,38080174,,evosuite,OTAlgorithms,,FAIL,2.492,"----------------< io.datakernel:datakernel-ot >---------------------
[INFO] Building DataKernel : OT 3.2-SNAPSHOT
[INFO]   from pom.xml
[INFO] --------------------------------[ jar ]---------------------------------
[WARNING] The POM for io.datakernel:datakernel-eventloop:jar:3.2-SNAPSHOT is missing, no dependency information available
[WARNING] The POM for io.datakernel:datakernel-promise:jar:3.2-SNAPSHOT is missing, no dependency information available
[WARNING] The POM for io.datakernel:datakernel-codec:jar:3.2-SNAPSHOT is missing, no dependency information available
[WARNING] The POM for io.datakernel:datakernel-jmxapi:jar:3.2-SNAPSHOT is missing, no dependency information available
[WARNING] The POM for io.datakernel:datakernel-test:jar:3.2-SNAPSHOT is missing, no dependency information available
[INFO] ------------------------------------------------------------------------
[INFO] BUILD FAILURE
[INFO] ------------------------------------------------------------------------
[INFO] "
2026-07-14T02:48:13+00:00,maven_verify_jacoco_pit,38080174,cloud-ot,,,,FAIL,2.465,"The following general errors were encountered during the Maven build:

- Failed to execute goal on project datakernel-ot: Could not resolve dependencies for project io.datakernel:datakernel-ot:jar:3.2-SNAPSHOT
- dependency: io.datakernel:datakernel-eventloop:jar:3.2-SNAPSHOT (compile)
- Could not find artifact io.datakernel:datakernel-eventloop:jar:3.2-SNAPSHOT
- dependency: io.datakernel:datakernel-promise:jar:3.2-SNAPSHOT (compile)
- Could not find artifact io.datakernel:datakernel-promise:jar:3.2-SNAPSHOT
- dependency: io.datakernel:datakernel-codec:jar:3.2-SNAPSHOT (compile)
- Could not find artifact io.datakernel:datakernel-codec:jar:3.2-SNAPSHOT
- dependency: io.datakernel:datakernel-jmxapi:jar:3.2-SNAPSHOT (compile?)
- Could not find artifact io.datakernel:datakernel-jmxapi:jar:3.2-SNAPSHOT
- dependency: io.datakernel:datakernel-test:jar:3.2-SNAPSHOT (test)
- Could not find artifact io.datakernel:datakernel-test:jar:3.2-SNAPSHOT
- 
- -> [Help 1]
- 
- To see the full stack trace "
2026-07-14T02:48:13+00:00,project_run,38080174,,,,,PASS,26.861,
2026-07-14T02:48:13+00:00,project_run,39770930,,,,,START,,
2026-07-14T02:48:19+00:00,toolchain,,,,,,PASS,,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
