repo_id,repo_url,commit_sha,class_key,focal_class,focal_path,mapping_count,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,build_tool,build_root,module_dir,module_selector,scope_key,declared_java_version,effective_java_runtime,selected_type,selection_rank_in_repo,selection_hash,selection_seed,selection_algorithm,complexity_half,replacement_of,replacement_reason,repository_storage_path,promotion_status,complexity_rank,original_manifest_index,split_name,split_source_manifest,split_created_utc,split_algorithm,sample_index,Project,Focal_Class_agone,Test_Class,Focal_Path_agone,Test_Path,Module,Repo_Dir,Compiled_Focal_Path,Synthesized_Test_Rel_Path,Package,Java_Version,Build_Tool_agone,Recipe_Command_Windows,Recipe_Command_Posix,Recipe_ID,repo_exists,focal_exists,recipe_exists,duplicate_class_key,duplicate_focal_path,preflight_status,baseline_build_status,sandbox_readiness_status,sandbox_readiness_fail_stage,sandbox_readiness_detail,sandbox_readiness_path,sandbox_readiness_duration_sec,baseline_scope_status
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,Stderr,core/src/main/java/org/junithelper/core/util/Stderr.java,6,12,78,3,2,1,3,1.0,maven,core,core,.,maven:core,6,8,main,8,25e0120d3594e1b1076cabbb5f7080eb640e4afba68c58be8645bbcad1816695,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,18,17,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,0,3713233,Stderr,Stderr_RBL4_7234130bTest,repos/3713233/core/src/main/java/org/junithelper/core/util/Stderr.java,repos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\util\Stderr.java,core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java,org.junithelper.core.util,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\000_3713233_7234130b,6.045,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,ThreadUtil,core/src/main/java/org/junithelper/core/util/ThreadUtil.java,7,12,58,2,1,2,3,1.5,maven,core,core,.,maven:core,6,8,main,10,374dc48fef6a4ff0808be6664b07025f55dc37ddd7909df70a21fef5e44efb45,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,46,45,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,1,3713233,ThreadUtil,ThreadUtil_RBL4_f790382eTest,repos/3713233/core/src/main/java/org/junithelper/core/util/ThreadUtil.java,repos/3713233/core/src/test/java/org/junithelper/core/util/ThreadUtil_RBL4_f790382eTest.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\util\ThreadUtil.java,core/src/test/java/org/junithelper/core/util/ThreadUtil_RBL4_f790382eTest.java,org.junithelper.core.util,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\001_3713233_f790382e,6.042,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,ReturnTypeMeta,core/src/main/java/org/junithelper/core/meta/ReturnTypeMeta.java,1,23,162,1,1,4,4,4.0,maven,core,core,.,maven:core,6,8,main,5,1c5855d8dea619b082eb416190f67b82b13b622089a77061a9d2ecf0fe29b537,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,120,119,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,2,3713233,ReturnTypeMeta,ReturnTypeMeta_RBL4_d95af645Test,repos/3713233/core/src/main/java/org/junithelper/core/meta/ReturnTypeMeta.java,repos/3713233/core/src/test/java/org/junithelper/core/meta/ReturnTypeMeta_RBL4_d95af645Test.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\meta\ReturnTypeMeta.java,core/src/test/java/org/junithelper/core/meta/ReturnTypeMeta_RBL4_d95af645Test.java,org.junithelper.core.meta,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\002_3713233_d95af645,6.054,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,ArgTypeMeta,core/src/main/java/org/junithelper/core/meta/ArgTypeMeta.java,2,27,178,2,2,4,5,2.5,maven,core,core,.,maven:core,6,8,main,7,2100fa76b5908a54fb43be13a7118d912014b4f776f9805bd1a9cf06a45f44b6,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,123,122,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,3,3713233,ArgTypeMeta,ArgTypeMeta_RBL4_5cccf4b4Test,repos/3713233/core/src/main/java/org/junithelper/core/meta/ArgTypeMeta.java,repos/3713233/core/src/test/java/org/junithelper/core/meta/ArgTypeMeta_RBL4_5cccf4b4Test.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\meta\ArgTypeMeta.java,core/src/test/java/org/junithelper/core/meta/ArgTypeMeta_RBL4_5cccf4b4Test.java,org.junithelper.core.meta,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\003_3713233_5cccf4b4,6.04,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,LineBreakProvider,core/src/main/java/org/junithelper/core/generator/LineBreakProvider.java,6,40,264,3,1,7,10,3.3333333333333335,maven,core,core,.,maven:core,6,8,main,6,1cc9b5dea84576678891bbb06e5e58cf5608a7499801d8ad4599b7c2626744f4,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,216,215,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,4,3713233,LineBreakProvider,LineBreakProvider_RBL4_dcf587c0Test,repos/3713233/core/src/main/java/org/junithelper/core/generator/LineBreakProvider.java,repos/3713233/core/src/test/java/org/junithelper/core/generator/LineBreakProvider_RBL4_dcf587c0Test.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\generator\LineBreakProvider.java,core/src/test/java/org/junithelper/core/generator/LineBreakProvider_RBL4_dcf587c0Test.java,org.junithelper.core.generator,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\004_3713233_dcf587c0,1.919,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/command/forcejunitversion3command.java,ForceJUnitVersion3Command,core/src/main/java/org/junithelper/command/ForceJUnitVersion3Command.java,2,60,494,2,1,9,10,5.0,maven,core,core,.,maven:core,6,8,main,9,2b1dedd780f36b789dd79f5895d4a0dd6cdac49a3aa73317fceef6582b33e937,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,249,248,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,5,3713233,ForceJUnitVersion3Command,ForceJUnitVersion3Command_RBL4_87a370f3Test,repos/3713233/core/src/main/java/org/junithelper/command/ForceJUnitVersion3Command.java,repos/3713233/core/src/test/java/org/junithelper/command/ForceJUnitVersion3Command_RBL4_87a370f3Test.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\command\ForceJUnitVersion3Command.java,core/src/test/java/org/junithelper/command/ForceJUnitVersion3Command_RBL4_87a370f3Test.java,org.junithelper.command,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\005_3713233_87a370f3,1.657,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/util/primitivetypeutil.java,PrimitiveTypeUtil,core/src/main/java/org/junithelper/core/util/PrimitiveTypeUtil.java,7,73,462,4,3,11,32,8.0,maven,core,core,.,maven:core,6,8,main,2,06cb384d011fff3ee7647d6837888234b2034b434df9b2f41bf0a74ec61a5511,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,265,264,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,6,3713233,PrimitiveTypeUtil,PrimitiveTypeUtil_RBL4_0aa8a201Test,repos/3713233/core/src/main/java/org/junithelper/core/util/PrimitiveTypeUtil.java,repos/3713233/core/src/test/java/org/junithelper/core/util/PrimitiveTypeUtil_RBL4_0aa8a201Test.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\util\PrimitiveTypeUtil.java,core/src/test/java/org/junithelper/core/util/PrimitiveTypeUtil_RBL4_0aa8a201Test.java,org.junithelper.core.util,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\006_3713233_0aa8a201,1.854,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/filter/impl/triminsideofbracefilter.java,TrimInsideOfBraceFilter,core/src/main/java/org/junithelper/core/filter/impl/TrimInsideOfBraceFilter.java,14,99,725,2,1,37,40,20.0,maven,core,core,.,maven:core,6,8,main,3,09576681ffca47814c6c4dbf7fc8844d1bda641ba5a0db72fa540a51725741f8,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,300,299,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,7,3713233,TrimInsideOfBraceFilter,TrimInsideOfBraceFilter_RBL4_4b7d40a8Test,repos/3713233/core/src/main/java/org/junithelper/core/filter/impl/TrimInsideOfBraceFilter.java,repos/3713233/core/src/test/java/org/junithelper/core/filter/impl/TrimInsideOfBraceFilter_RBL4_4b7d40a8Test.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\filter\impl\TrimInsideOfBraceFilter.java,core/src/test/java/org/junithelper/core/filter/impl/TrimInsideOfBraceFilter_RBL4_4b7d40a8Test.java,org.junithelper.core.filter.impl,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\007_3713233_4b7d40a8,1.915,PASS
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/language/localizablecontent.java,LocalizableContent,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/language/LocalizableContent.java,12,113,750,15,12,6,33,2.2,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,5,13dd7332301906aefa540a9cb80d67b8b81cfbf87b95f70607d387f0be8f2feb,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,209,208,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,8,3847504,LocalizableContent,LocalizableContent_RBL4_9f4346c7Test,repos/3847504/modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/language/LocalizableContent.java,repos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/language/LocalizableContent_RBL4_9f4346c7Test.java,modules/weblounge-common,D:\A_ThucNghiem\compiledrepos\3847504,D:\A_ThucNghiem\compiledrepos\3847504\modules\weblounge-common\src\main\java\ch\entwine\weblounge\common\impl\language\LocalizableContent.java,modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/language/LocalizableContent_RBL4_9f4346c7Test.java,ch.entwine.weblounge.common.impl.language,1.7,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl modules/weblounge-common -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl modules/weblounge-common -am clean test-compile",v3:3847504:maven:modules/weblounge-common,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\008_3847504_9f4346c7,183.694,PASS
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/url/urlimpl.java,UrlImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/url/UrlImpl.java,8,116,829,17,10,7,40,2.3529411764705883,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,7,1dd464f7d7cf344e4d3fda0bab7c61d4c71211ac070fca71d524691f0023afe6,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,233,232,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,9,3847504,UrlImpl,UrlImpl_RBL4_8ce169b0Test,repos/3847504/modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/url/UrlImpl.java,repos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/url/UrlImpl_RBL4_8ce169b0Test.java,modules/weblounge-common,D:\A_ThucNghiem\compiledrepos\3847504,D:\A_ThucNghiem\compiledrepos\3847504\modules\weblounge-common\src\main\java\ch\entwine\weblounge\common\impl\url\UrlImpl.java,modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/url/UrlImpl_RBL4_8ce169b0Test.java,ch.entwine.weblounge.common.impl.url,1.7,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl modules/weblounge-common -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl modules/weblounge-common -am clean test-compile",v3:3847504:maven:modules/weblounge-common,1,1,1,0,0,PASS,PASS,PASS,ok,sandbox readiness passed,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\009_3847504_8ce169b0,196.019,PASS
