timestamp_utc,source,project,module,arm,sample_index,class_key,focal_class,test_class,phase,status,category,failure_owner,owner_note_vi,severity,explanation_vi,suggested_action_vi,detail
2026-07-23T15:25:02+00:00,phase_log,3847504,modules/weblounge-common,,2,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/quartzjob.java,QuartzJob,,maven_reactor_prewarm,FAIL,maven_reactor_prewarm_failed,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",error,"Bước chuẩn bị dependency reactor trong sandbox thất bại, nên tool chưa tạo được điều kiện build tương đương baseline cho focal class.",Mở phase_log.csv ở dòng maven_reactor_prewarm để sửa recipe/module selector/JDK/dependency trước khi chạy GPT/EvoSuite.,"install (default-install) @ weblounge-base ---
[INFO] Installing D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980\002_3847504_QuartzJob_b84fb44f\compiledrepos\3847504\pom.xml to C:\Users\admin\.m2\repository\ch\entwine\weblounge\weblounge-base\4.0.0-SNAPSHOT\weblounge-base-4.0.0-SNAPSHOT.pom
[INFO] 
[INFO] --- antrun:1.7:run (deploy) @ weblounge-base ---
[INFO] Executing tasks

[INFO] Deploy to stage:
[INFO] Executed tasks
[INFO] 
[INFO] -------------< ch.entwine.weblounge:weblounge-common-api >--------------
[INFO] Building Weblounge Common API 4.0.0-SNAPSHOT                       [2/3]
[INFO]   from modules\weblounge-common-api\pom.xml
[INFO] -------------------------------[ bundle ]-------------------------------
[WARNING] Parameter 'encoding' is unknown for plugin 'maven-surefire-plugin:2.16:test (default-test)'
[INFO] 
[INFO] --- resources:2.6:resources (default-resources) @ weblounge-common-api ---
[INFO] Using 'UTF-8' encoding to copy filtered resources.
[INFO] Copying 1 resource
[INFO] 
[INFO] --- compiler:3.1:compile (default-compile) @ weblounge-common-api ---
[INFO] Changes detected - recompiling the module!
[INFO] Compiling 147 source files to D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980\002_3847504_QuartzJob_b84fb44f\compiledrepos\3847504\modules\weblounge-common-api\target\classes
[INFO] 
[INFO] --- resources:2.6:testResources (default-testResources) @ weblounge-common-api ---
[INFO] Using 'UTF-8' encoding to copy filtered resources.
[INFO] Copying 1 resource
[INFO] skip non existing resourceDirectory D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980\002_3847504_QuartzJob_b84fb44f\compiledrepos\3847504\modules\weblounge-common-api\src\test\resources
[INFO] 
[INFO] --- compiler:3.1:testCompile (default-testCompile) @ weblounge-common-api ---
[INFO] Changes detected - recompiling the module!
[INFO] Compiling 1 source file to D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980\002_3847504_QuartzJob_b"
2026-07-23T15:25:02+00:00,phase_log,3847504,modules/weblounge-common,,2,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/quartzjob.java,QuartzJob,QuartzJob_RBL4Test_b84fb44f,class_agone_run,FAIL,unclassified_runtime_issue,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,maven_reactor_prewarm_failed; AgoneTest was not invoked for this class
2026-07-23T15:26:30+00:00,phase_log,39195736,jproperties-checks,,4,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/missingtranslationscheck.java,,,maven_verify_jacoco_pit,FAIL,generated_test_compile_failed,generator_output,Test đã được sinh nhưng code test sai/không tương thích nên arm đó phải compilation=0 và strict metrics=0.,error,"Generated test đã được sinh ra nhưng không compile được trong module đo; đây là lỗi output test/harness đo, không phải bằng chứng repo gốc không build.",Giữ compilation=0 và strict metrics=0 cho arm tương ứng. Nếu lỗi do thiếu dependency harness như JUnit runtime thì sửa tool; nếu lỗi do symbol/API sai trong test thì ghi nhận là lỗi generator.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/004_39195736_MissingTranslationsCheck_be7ec32e/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/MissingTranslationsCheck_RBL4Test_be7ec32e.java:[8,50] cannot find symbol
- symbol:   class Context
- location: package org.sonar.plugins.jproperties.api.visitors
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/004_39195736_MissingTranslationsCheck_be7ec32e/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/MissingTranslationsCheck_RBL4Test_be7ec32e.java:[20,13] cannot find symbol
- symbol:   class Context
- location: class org.sonar.jproperties.checks.generic.MissingTranslationsCheck_RBL4Test_be7ec32e
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/004_39195736_MissingTranslationsCheck_be7ec32e/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/MissingTranslationsCheck_RBL4Test_be7ec32e.java:[27,24] cannot find symbol
- symbol:   class Context
- location: class org.sonar.jproperties.checks.generic.MissingTranslationsCheck_RBL4Test_be7ec32e"
2026-07-23T15:27:28+00:00,phase_log,3847504,modules/weblounge-common,,3,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageimpl.java,,,maven_verify_jacoco_pit,FAIL,generated_test_compile_failed,generator_output,Test đã được sinh nhưng code test sai/không tương thích nên arm đó phải compilation=0 và strict metrics=0.,error,"Generated test đã được sinh ra nhưng không compile được trong module đo; đây là lỗi output test/harness đo, không phải bằng chứng repo gốc không build.",Giữ compilation=0 và strict metrics=0 cho arm tương ứng. Nếu lỗi do thiếu dependency harness như JUnit runtime thì sửa tool; nếu lỗi do symbol/API sai trong test thì ghi nhận là lỗi generator.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/003_3847504_PageImpl_f985aed1/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/PageImpl_RBL4Test_f985aed1.java:[101,16] invalid method declaration; return type required
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/003_3847504_PageImpl_f985aed1/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/PageImpl_RBL4Test_f985aed1.java:[134,16] invalid method declaration; return type required"
2026-07-23T15:27:51+00:00,phase_log,39195736,jproperties-checks,,5,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/separatorconventioncheck.java,,,maven_verify_jacoco_pit,FAIL,generated_test_compile_failed,generator_output,Test đã được sinh nhưng code test sai/không tương thích nên arm đó phải compilation=0 và strict metrics=0.,error,"Generated test đã được sinh ra nhưng không compile được trong module đo; đây là lỗi output test/harness đo, không phải bằng chứng repo gốc không build.",Giữ compilation=0 và strict metrics=0 cho arm tương ứng. Nếu lỗi do thiếu dependency harness như JUnit runtime thì sửa tool; nếu lỗi do symbol/API sai trong test thì ghi nhận là lỗi generator.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/005_39195736_SeparatorConventionCheck_f2dcb8d8/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck_RBL4Test_f2dcb8d8.java:[44,75] cannot find symbol
- symbol:   class SeparatorToken
- location: interface org.sonar.plugins.jproperties.api.tree.SeparatorTree
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/005_39195736_SeparatorConventionCheck_f2dcb8d8/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck_RBL4Test_f2dcb8d8.java:[57,64] cannot find symbol
- symbol:   class Value
- location: interface org.sonar.plugins.jproperties.api.tree.PropertyTree
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/005_39195736_SeparatorConventionCheck_f2dcb8d8/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck_RBL4Test_f2dcb8d8.java:[81,32] cannot find symbol
- symbol:   method getSeparator()
- location: variable check of type org.sonar.jproperties.checks.generic.SeparatorConventionCheck"
2026-07-23T15:29:10+00:00,phase_log,41627638,leetcode/battleships-in-a-board,,9,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/solution.java,,,gradle_test_jacoco_pitest,FAIL,gradle_build_failed,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",error,Gradle build fail khi chạy test/JaCoCo/PIT; log hiện tại chỉ có stderr rút gọn nên chưa đủ nguyên nhân sâu.,"Chạy lại Gradle với --stacktrace/--info hoặc mở log thô của module để biết lỗi dependency, compile, plugin hay test runtime.","The following general errors were encountered during the Gradle build:

- BUILD FAILED
- 
- Total time: 3.264 secs"
2026-07-23T15:29:48+00:00,phase_log,41627638,leetcode/battleships-in-a-board,,8,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,,,gradle_test_jacoco_pitest,FAIL,gradle_build_failed,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",error,Gradle build fail khi chạy test/JaCoCo/PIT; log hiện tại chỉ có stderr rút gọn nên chưa đủ nguyên nhân sâu.,"Chạy lại Gradle với --stacktrace/--info hoặc mở log thô của module để biết lỗi dependency, compile, plugin hay test runtime.","The following general errors were encountered during the Gradle build:

- BUILD FAILED
- 
- Total time: 4.308 secs"
2026-07-23T15:29:52+00:00,phase_log,41547678,turin-compiler,,7,41547678:turin-compiler/src/main/java/me/tomassetti/turin/resolvers/srcsymbolresolver.java,,,maven_verify_jacoco_pit,FAIL,generated_test_compile_failed,generator_output,Test đã được sinh nhưng code test sai/không tương thích nên arm đó phải compilation=0 và strict metrics=0.,error,"Generated test đã được sinh ra nhưng không compile được trong module đo; đây là lỗi output test/harness đo, không phải bằng chứng repo gốc không build.",Giữ compilation=0 và strict metrics=0 cho arm tương ứng. Nếu lỗi do thiếu dependency harness như JUnit runtime thì sửa tool; nếu lỗi do symbol/API sai trong test thì ghi nhận là lỗi generator.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/007_41547678_SrcSymbolResolver_8fe4f5a7/compiledrepos/41547678/turin-compiler/src/test/java/me/tomassetti/turin/resolvers/SrcSymbolResolver_RBL4Test_8fe4f5a7.java:[33,49] constructor PropertyDefinition in class me.tomassetti.turin.parser.ast.properties.PropertyDefinition cannot be applied to given types;
- required: java.lang.String,me.tomassetti.turin.parser.ast.typeusage.TypeUsageNode,java.util.Optional<me.tomassetti.turin.parser.ast.expressions.Expression>,java.util.Optional<me.tomassetti.turin.parser.ast.expressions.Expression>,java.util.List<me.tomassetti.turin.parser.ast.properties.PropertyConstraint>
- found: java.lang.String,java.lang.String
- reason: actual and formal argument lists differ in length
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/007_41547678_SrcSymbolResolver_8fe4f5a7/compiledrepos/41547678/turin-compiler/src/test/java/me/tomassetti/turin/resolvers/SrcSymbolResolver_RBL4Test_8fe4f5a7.java:[34,53] constructor FunctionDefinitionNode in class me.tomassetti.turin.parser.ast.invokables.FunctionDefinitionNode cannot be applied to given types;
- required: java.lang.String,me.tomassetti.turin.parser.ast.typeusage.TypeUsageNode,java.util.List<me.tomassetti.turin.parser.ast.FormalParameterNode>,me.tomassetti.turin.parser.ast.statements.Statement
- found: java.lang.String,java.lang.String
- reason: actual and formal argument lists differ in length
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/007_41547678_SrcSymbolResolver_8fe4f5a7/compiledrepos/41547678/turin-compiler/src/test/java/me/tomassetti/turin/resolvers/SrcSymbolResolver_RBL4Test_8fe4f5a7.java:[35,45] me.tomassetti.turin.parser.ast.TypeDefinitionNode is abstract; cannot be instantiated
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/007_41547678_SrcSymbolResolver_8fe4f5a7/compiledrepos/41547678/"
2026-07-23T15:30:36+00:00,phase_log,43105609,weixin-mp,,10,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/care/caremessages.java,,,maven_verify_jacoco_pit,FAIL,generated_test_compile_failed,generator_output,Test đã được sinh nhưng code test sai/không tương thích nên arm đó phải compilation=0 và strict metrics=0.,error,"Generated test đã được sinh ra nhưng không compile được trong module đo; đây là lỗi output test/harness đo, không phải bằng chứng repo gốc không build.",Giữ compilation=0 và strict metrics=0 cho arm tương ứng. Nếu lỗi do thiếu dependency harness như JUnit runtime thì sửa tool; nếu lỗi do symbol/API sai trong test thì ghi nhận là lỗi generator.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/010_43105609_CareMessages_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[14,19] package org.mockito does not exist
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/010_43105609_CareMessages_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[15,19] package org.mockito does not exist
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/010_43105609_CareMessages_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[19,26] package org.mockito does not exist
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/010_43105609_CareMessages_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[28,20] cannot find symbol
- symbol:   method mock(java.lang.Class<com.riversoft.weixin.common.WxClient>)
- location: class com.riversoft.weixin.mp.care.CareMessages_RBL4Test_737b9436
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/010_43105609_CareMessages_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[39,31] cannot find symbol
- symbol:   method anyString()
- location: class com.riversoft.weixin.mp.care.CareMessages_RBL4Test_737b9436
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/010_43105609_CareMessages_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[39,44] cannot find symbol
- symbol:   method anyString()
- location: class com.riversoft.weixin.mp.care.CareMessages_RBL4Test_737b9436
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_cc"
2026-07-23T15:32:05+00:00,phase_log,43105609,weixin-mp,,11,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/media/materials.java,,,maven_verify_jacoco_pit,FAIL,generated_test_compile_failed,generator_output,Test đã được sinh nhưng code test sai/không tương thích nên arm đó phải compilation=0 và strict metrics=0.,error,"Generated test đã được sinh ra nhưng không compile được trong module đo; đây là lỗi output test/harness đo, không phải bằng chứng repo gốc không build.",Giữ compilation=0 và strict metrics=0 cho arm tương ứng. Nếu lỗi do thiếu dependency harness như JUnit runtime thì sửa tool; nếu lỗi do symbol/API sai trong test thì ghi nhận là lỗi generator.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/011_43105609_Materials_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[12,19] package org.mockito does not exist
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/011_43105609_Materials_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[19,26] package org.mockito does not exist
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/011_43105609_Materials_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[28,20] cannot find symbol
- symbol:   variable Mockito
- location: class com.riversoft.weixin.mp.media.Materials_RBL4Test_a90c8766
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/011_43105609_Materials_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[39,28] cannot find symbol
- symbol:   method anyString()
- location: class com.riversoft.weixin.mp.media.Materials_RBL4Test_a90c8766
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/011_43105609_Materials_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[39,41] cannot find symbol
- symbol:   method any(java.lang.Class<java.io.InputStream>)
- location: class com.riversoft.weixin.mp.media.Materials_RBL4Test_a90c8766
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260723_215359_ccfee980/011_43105609_Materials_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[39,65] cannot find symbol
- symbol:   method anyString()
- location: class com.riversoft.weixin.mp.media.Materials_RBL4Test_a90c8766
- /D:/A_ThucNghiem/scrip"
