Project,Focal_Class,Test_Class,Focal_Path,Test_Path,Module,Repo_URL,Commit_SHA,NLOC,Max_Method_CC,Public_Method_Count,Method_Count,Avg_Method_CC,Sum_Method_CC,Java_Version,Build_Tool,Selected_Type,Dependency_Command,Compile_Command,Test_Compile_Command,Working_Directory,Build_Recipe_ID,Validation_Log,source_row_index,compiled_focal_path,compiled_test_path
75368166,Greeter,GreeterTest,repos/75368166/simple/src/main/java/demo/org/powermock/examples/simple/Greeter.java,repos/75368166/simple/src/test/java/demo/org/powermock/examples/simple/GreeterTest.java,simple,https://github.com/powermock/powermock-examples-maven,7b57a10b27e174ff99ee3892ea402da8275a8610,15,2,1,3,1.33,4,6,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/75368166,recipe_75368166,logs/build/75368166_20260712_230641_attempt_1.log,0,compiledrepos/75368166/simple/src/main/java/demo/org/powermock/examples/simple/Greeter.java,compiledrepos/75368166/simple/src/test/java/demo/org/powermock/examples/simple/GreeterTest.java
7723306,EzObjectTreeMapDb,TestEzObjectTreeMapDb,repos/7723306/ezdb-treemap/src/main/java/ezdb/treemap/object/EzObjectTreeMapDb.java,repos/7723306/ezdb-treemap/src/test/java/ezdb/treemap/object/TestEzObjectTreeMapDb.java,ezdb-treemap,https://github.com/criccomini/ezdb,d42c1e9c27a84c2d98eaa6be5575ea78e9a703d6,76,3,6,8,1.5,12,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/7723306,recipe_7723306,logs/build/7723306_20260712_230641_attempt_1.log,1,compiledrepos/7723306/ezdb-treemap/src/main/java/ezdb/treemap/object/EzObjectTreeMapDb.java,compiledrepos/7723306/ezdb-treemap/src/test/java/ezdb/treemap/object/TestEzObjectTreeMapDb.java
88231534,NoopSpanNameProvider,NoopSpanNameProviderTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/NoopSpanNameProvider.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/NoopSpanNameProviderTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,9,3,1,1,3.0,3,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,2,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/NoopSpanNameProvider.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/NoopSpanNameProviderTest.java
88231534,TracingCommandListener,TracingCommandListenerTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,135,8,12,13,2.23,29,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,3,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java
88231534,TracingCommandListener,TracingCommandListenerTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,135,8,12,13,2.23,29,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,4,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java
88231534,TracingCommandListener,TracingCommandListenerTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,135,8,12,13,2.23,29,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,5,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java
88231534,TracingCommandListener,TracingCommandListenerTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,135,8,12,13,2.23,29,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,6,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java
88231534,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,20,4,1,1,4.0,4,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,7,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java
88231534,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,20,4,1,1,4.0,4,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,8,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java
88231534,OperationCollectionSpanNameProvider,OperationCollectionSpanNameProviderTest,repos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,repos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,opentracing-mongo-common,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,20,4,1,1,4.0,4,7,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,9,compiledrepos/88231534/opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,compiledrepos/88231534/opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java
