repo_id,repo_url,commit_sha,focal_class,focal_path,test_class,test_path,nloc,max_method_cc,avg_method_cc,sum_method_cc,method_count,public_method_count,complexity_bucket,eligible_for_sampling,selected_type,selection_rank,repo_order_index,class_seed,replacement_of,notes,java_version,java_version_source,build_tool,dependency_command,compile_command,test_compile_command,working_directory,skip_flags,disabled_components,build_recipe_id,validation_log,success_origin
75368166,https://github.com/powermock/powermock-examples-maven,7b57a10b27e174ff99ee3892ea402da8275a8610,Greeter,simple/src/main/java/demo/org/powermock/examples/simple/Greeter.java,GreeterTest,simple/src/test/java/demo/org/powermock/examples/simple/GreeterTest.java,15,2,1.33,4,3,1,low,True,main,1,0,3695790033416074122,,"Main sampled class (Rank 1, CC 2)",6,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/75368166,[],[],recipe_75368166,logs/build/75368166_20260712_230641_attempt_1.log,
7723306,https://github.com/criccomini/ezdb,d42c1e9c27a84c2d98eaa6be5575ea78e9a703d6,EzObjectTreeMapDb,ezdb-treemap/src/main/java/ezdb/treemap/object/EzObjectTreeMapDb.java,TestEzObjectTreeMapDb,ezdb-treemap/src/test/java/ezdb/treemap/object/TestEzObjectTreeMapDb.java,76,3,1.5,12,8,6,low,True,main,1,1,13610479135842564343,,"Main sampled class (Rank 1, CC 3)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/7723306,[],[],recipe_7723306,logs/build/7723306_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,NoopSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/NoopSpanNameProvider.java,NoopSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/NoopSpanNameProviderTest.java,9,3,3.0,3,1,1,low,True,main,1,7,13083155311569527279,,"Main sampled class (Rank 1, CC 3)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,TracingCommandListener,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,TracingCommandListenerTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,135,8,2.23,29,13,12,medium,True,main,2,7,13083155311569527279,,"Main sampled class (Rank 2, CC 8)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,TracingCommandListener,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,TracingCommandListenerTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,135,8,2.23,29,13,12,medium,True,main,3,7,13083155311569527279,,"Main sampled class (Rank 3, CC 8)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,TracingCommandListener,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,TracingCommandListenerTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,135,8,2.23,29,13,12,medium,True,main,4,7,13083155311569527279,,"Main sampled class (Rank 4, CC 8)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,TracingCommandListener,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,TracingCommandListenerTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,135,8,2.23,29,13,12,medium,True,main,5,7,13083155311569527279,,"Main sampled class (Rank 5, CC 8)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,OperationCollectionSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,OperationCollectionSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,20,4,4.0,4,1,1,low,True,main,6,7,13083155311569527279,,"Main sampled class (Rank 6, CC 4)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,OperationCollectionSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,OperationCollectionSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,20,4,4.0,4,1,1,low,True,main,7,7,13083155311569527279,,"Main sampled class (Rank 7, CC 4)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,OperationCollectionSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,OperationCollectionSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,20,4,4.0,4,1,1,low,True,main,8,7,13083155311569527279,,"Main sampled class (Rank 8, CC 4)",7,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/88231534,[],[],recipe_88231534,logs/build/88231534_20260712_230641_attempt_1.log,
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,SimpleFileScanner,confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleFileScanner.java,SimpleFileScannerTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleFileScannerTest.java,36,7,3.0,9,3,3,medium,True,main,1,12,5909760784764211938,,"Main sampled class (Rank 1, CC 7)",6,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/50552134,[],[],recipe_50552134,logs/build/50552134_20260712_230641_attempt_1.log,
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,SimpleJarEntryScanner,confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScanner.java,SimpleJarEntryScannerTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScannerTest.java,59,6,1.83,11,6,5,medium,True,main,2,12,5909760784764211938,,"Main sampled class (Rank 2, CC 6)",6,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/50552134,[],[],recipe_50552134,logs/build/50552134_20260712_230641_attempt_1.log,
