repo_id,repo_url,commit_sha,focal_class,focal_path,test_class,test_path,nloc,max_method_cc,avg_method_cc,sum_method_cc,method_count,public_method_count,complexity_bucket,eligible_for_sampling,selected_type,selection_rank,repo_order_index,class_seed,replacement_of,notes,java_version,java_version_source,build_tool,dependency_command,compile_command,test_compile_command,working_directory,skip_flags,disabled_components,build_recipe_id,validation_log,success_origin
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,RedisConfiguration,session-replacement/src/main/java/com/amadeus/session/repository/redis/RedisConfiguration.java,TestRedisConfiguration,session-replacement/src/test/java/com/amadeus/session/repository/redis/TestRedisConfiguration.java,239,12,2.89,55,19,8,high,True,main,3,349,9189857808938461315,,"Main sampled class (Rank 3, CC 12)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,RedisConfiguration,session-replacement/src/main/java/com/amadeus/session/repository/redis/RedisConfiguration.java,TestRedisConfiguration,session-replacement/src/test/java/com/amadeus/session/repository/redis/TestRedisConfiguration.java,239,12,2.89,55,19,8,high,True,main,4,349,9189857808938461315,,"Main sampled class (Rank 4, CC 12)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,5,349,9189857808938461315,,"Main sampled class (Rank 5, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,6,349,9189857808938461315,,"Main sampled class (Rank 6, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,7,349,9189857808938461315,,"Main sampled class (Rank 7, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,8,349,9189857808938461315,,"Main sampled class (Rank 8, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,9,349,9189857808938461315,,"Main sampled class (Rank 9, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,10,349,9189857808938461315,,"Main sampled class (Rank 10, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,11,349,9189857808938461315,,"Main sampled class (Rank 11, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,SessionConfiguration,session-replacement/src/main/java/com/amadeus/session/SessionConfiguration.java,TestSessionConfiguration,session-replacement/src/test/java/com/amadeus/session/TestSessionConfiguration.java,471,7,1.52,100,66,56,medium,True,main,12,349,9189857808938461315,,"Main sampled class (Rank 12, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,NotificationExpirationManagement,session-replacement/src/main/java/com/amadeus/session/repository/redis/NotificationExpirationManagement.java,TestNotificationExpirationManagement,session-replacement/src/test/java/com/amadeus/session/repository/redis/TestNotificationExpirationManagement.java,361,7,2.57,72,28,9,medium,True,main,13,349,9189857808938461315,,"Main sampled class (Rank 13, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
