timestamp_utc,phase,project,module,arm,sample_index,class_key,focal_class,test_class,status,duration_sec,detail
2026-07-23T19:22:26+00:00,baseline_reuse,,,,,,,,PASS,,source_run=20260724_010022_d3f7f7b1; reused baseline artifacts; rows=240
2026-07-23T19:22:26+00:00,baseline_reuse_repair,,,,,,,,START,,rerun sandbox readiness for 1 previously failed classes with current runner
2026-07-23T19:22:26+00:00,baseline_sandbox_readiness,6437134,enav-model,,131,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/boundingbox.java,BoundingBox,BoundingBox_RBL4_1f61159dTest,START,,prepare per-class sandbox and run generation prewarm without invoking GPT/EvoSuite
2026-07-23T19:22:26+00:00,maven_reactor_prewarm,6437134,enav-model,,131,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/boundingbox.java,BoundingBox,,START,,prewarm reactor dependencies for -pl enav-model; synthesized placeholder test hidden during prewarm: BoundingBox_RBL4_1f61159dTest.java
2026-07-23T19:22:34+00:00,maven_reactor_prewarm,6437134,enav-model,,131,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/boundingbox.java,BoundingBox,,PASS,7.985,"mpiler:3.1:compile (default-compile) @ enav-util ---
[INFO] Changes detected - recompiling the module!
[INFO] Compiling 8 source files to D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-util\target\classes
[INFO] 
[INFO] --- resources:3.4.0:testResources (default-testResources) @ enav-util ---
[INFO] skip non existing resourceDirectory D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-util\src\test\resources
[INFO] 
[INFO] --- compiler:3.1:testCompile (default-testCompile) @ enav-util ---
[INFO] Changes detected - recompiling the module!
[INFO] Compiling 3 source files to D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-util\target\test-classes
[INFO] 
[INFO] --- surefire:2.16:test (default-test) @ enav-util ---
[INFO] Tests are skipped.
[INFO] 
[INFO] --- jar:3.0.2:jar (default-jar) @ enav-util ---
[INFO] Building jar: D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-util\target\enav-util-0.6-SNAPSHOT.jar
[INFO] 
[INFO] --- install:2.5.2:install (default-install) @ enav-util ---
[INFO] Installing D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-util\target\enav-util-0.6-SNAPSHOT.jar to C:\Users\admin\.m2\repository\dk\dma\enav\enav-util\0.6-SNAPSHOT\enav-util-0.6-SNAPSHOT.jar
[INFO] Installing D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-util\pom.xml to C:\Users\admin\.m2\repository\dk\dma\enav\enav-util\0.6-SNAPSHOT\enav-util-0.6-SNAPSHOT.pom
[INFO] 
[INFO] -----------------------< dk.dma.enav:enav-model >-----------------------
[INFO] Building eNav Model 0.6-SNAPSHOT                                   [3/3]
[INFO]   from enav-model\pom.xml
[INFO] --------------------------------[ jar ]---------------------------------
[INFO] 
[INFO] --- enforcer:3.0.0-M2:enforce (enforce-maven) @ enav-model ---
[INFO] Skipping Rule Enforcement.
[INFO] 
[INFO] --- resources:3.4.0:resources (default-resources) @ enav-model ---
[INFO] Copying 1 resource from src\main\resources to target\classes
[INFO] 
[INFO] --- compiler:3.1:compile (default-compile) @ enav-model ---
[INFO] Changes detected - recompiling the module!
[INFO] Compiling 64 source files to D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-model\target\classes
[INFO] 
[INFO] --- resources:3.4.0:testResources (default-testResources) @ enav-model ---
[INFO] skip non existing resourceDirectory D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-model\src\test\resources
[INFO] 
[INFO] --- compiler:3.1:testCompile (default-testCompile) @ enav-model ---
[INFO] Changes detected - recompiling the module!
[INFO] Compiling 6 source files to D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-model\target\test-classes
[INFO] 
[INFO] --- surefire:2.16:test (default-test) @ enav-model ---
[INFO] Tests are skipped.
[INFO] 
[INFO] --- jar:3.0.2:jar (default-jar) @ enav-model ---
[INFO] Building jar: D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-model\target\enav-model-0.6-SNAPSHOT.jar
[INFO] 
[INFO] --- install:2.5.2:install (default-install) @ enav-model ---
[INFO] Installing D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-model\target\enav-model-0.6-SNAPSHOT.jar to C:\Users\admin\.m2\repository\dk\dma\enav\enav-model\0.6-SNAPSHOT\enav-model-0.6-SNAPSHOT.jar
[INFO] Installing D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240__baseline_repair\131_6437134_1f61159d\compiledrepos\6437134\enav-model\pom.xml to C:\Users\admin\.m2\repository\dk\dma\enav\enav-model\0.6-SNAPSHOT\enav-model-0.6-SNAPSHOT.pom
[INFO] ------------------------------------------------------------------------
[INFO] Reactor Summary for eNav Parent 0.6-SNAPSHOT:
[INFO] 
[INFO] eNav Parent ........................................ SUCCESS [  0.781 s]
[INFO] eNav Util .......................................... SUCCESS [  2.086 s]
[INFO] eNav Model ......................................... SUCCESS [  1.014 s]
[INFO] ------------------------------------------------------------------------
[INFO] BUILD SUCCESS
[INFO] ------------------------------------------------------------------------
[INFO] Total time:  4.327 s
[INFO] Finished at: 2026-07-24T02:22:34+07:00
[INFO] ------------------------------------------------------------------------"
2026-07-23T19:22:34+00:00,baseline_sandbox_readiness,6437134,enav-model,,131,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/boundingbox.java,BoundingBox,BoundingBox_RBL4_1f61159dTest,PASS,8.133,ok; sandbox readiness passed
2026-07-23T19:22:34+00:00,baseline_reuse_repair,,,,,,,,PASS,,repaired_pass=1/1
2026-07-23T19:22:34+00:00,generation_workers,,,,,,,,PASS,,workers=4; classes=240
2026-07-23T19:22:34+00:00,class_sandbox_start,3713233,core,,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,Stderr,Stderr_RBL4_7234130bTest,START,,
2026-07-23T19:22:34+00:00,class_sandbox_start,3713233,core,,1,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,ThreadUtil,ThreadUtil_RBL4_f790382eTest,START,,
2026-07-23T19:22:34+00:00,class_sandbox_start,3713233,core,,2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,ReturnTypeMeta,ReturnTypeMeta_RBL4_d95af645Test,START,,
2026-07-23T19:22:34+00:00,class_sandbox_start,3713233,core,,3,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,ArgTypeMeta,ArgTypeMeta_RBL4_5cccf4b4Test,START,,
2026-07-23T19:22:45+00:00,class_agone_env,3713233,core,,3,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,ArgTypeMeta,ArgTypeMeta_RBL4_5cccf4b4Test,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:22:45+00:00,class_agone_env,3713233,core,,2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,ReturnTypeMeta,ReturnTypeMeta_RBL4_d95af645Test,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:22:45+00:00,class_agone_env,3713233,core,,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,Stderr,Stderr_RBL4_7234130bTest,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:22:45+00:00,class_agone_env,3713233,core,,1,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,ThreadUtil,ThreadUtil_RBL4_f790382eTest,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:23:02+00:00,toolchain,,,,1,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:23:02+00:00,toolchain,,,,3,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:23:02+00:00,toolchain,,,,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:23:02+00:00,toolchain,,,,2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:23:30+00:00,evosuite_generate,3713233,,evosuite,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,Stderr,,PASS,27.428,org.junithelper.core.util.Stderr
2026-07-23T19:23:30+00:00,evosuite_generate,3713233,,evosuite,3,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,ArgTypeMeta,,PASS,28.086,org.junithelper.core.meta.ArgTypeMeta
2026-07-23T19:23:31+00:00,evosuite_generate,3713233,,evosuite,2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,ReturnTypeMeta,,PASS,28.45,org.junithelper.core.meta.ReturnTypeMeta
2026-07-23T19:23:33+00:00,evosuite_generate,3713233,,evosuite,1,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,ThreadUtil,,PASS,31.119,org.junithelper.core.util.ThreadUtil
2026-07-23T19:23:52+00:00,maven_verify_jacoco_pit,3713233,core,,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,,,PASS,21.756,-Dtest=org.junithelper.core.util.Stderr_RBL4_7234130bTest
2026-07-23T19:23:52+00:00,maven_verify_jacoco_pit,3713233,core,,3,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,,,PASS,21.251,-Dtest=org.junithelper.core.meta.ArgTypeMeta_RBL4_5cccf4b4Test
2026-07-23T19:23:53+00:00,maven_verify_jacoco_pit,3713233,core,,2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,,,PASS,21.7,-Dtest=org.junithelper.core.meta.ReturnTypeMeta_RBL4_d95af645Test
2026-07-23T19:23:55+00:00,maven_verify_jacoco_pit,3713233,core,,1,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,,,PASS,21.096,-Dtest=org.junithelper.core.util.ThreadUtil_RBL4_f790382eTest
2026-07-23T19:24:04+00:00,maven_verify_jacoco_pit,3713233,core,,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,,,FAIL,7.807,"The following compilation errors were encountered during the Maven build:

- 
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[17,9] cannot find symbol
- symbol:   class ByteArrayOutputStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[17,48] cannot find symbol
- symbol:   class ByteArrayOutputStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[18,27] cannot find symbol
- symbol:   class PrintStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[24,27] cannot find symbol
- symbol:   class PrintStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[24,43] cannot find symbol
- symbol:   class FileOutputStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[24,60] cannot find symbol
- symbol:   variable FileDescriptor
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[30,9] cannot find symbol
- symbol:   class ByteArrayOutputStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[30,48] cannot find symbol
- symbol:   class ByteArrayOutputStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[31,27] cannot find symbol
- symbol:   class PrintStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[37,27] cannot find symbol
- symbol:   class PrintStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[37,43] cannot find symbol
- symbol:   class FileOutputStream
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest
- /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[37,60] cannot find symbol
- symbol:   variable FileDescriptor
- location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest"
2026-07-23T19:24:05+00:00,class_agone_run,3713233,core,,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,Stderr,Stderr_RBL4_7234130bTest,PASS,90.696,
2026-07-23T19:24:05+00:00,class_failure_diagnosis,3713233,,gpt,0,3713233:core/src/main/java/org/junithelper/core/util/stderr.java,Stderr,,FAIL,,"generated_test_compile_failed; artifact=output\3713233\TestClasses_3713233_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed; The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[17,9] cannot find symbol - symbol: class ByteArrayOutputStream - location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[17,48] cannot find symbol - symbol: class ByteArrayOutputStream - location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTest.java:[18,27] cannot find symbol - symbol: class PrintStream - location: class org.junithelper.core.util.Stderr_RBL4_7234130bTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/000_3713233_7234130b/compiledrepos/3713233/core/src/test/java/org/junithelper/core/util/Stderr_RBL4_7234130bTes"
2026-07-23T19:24:05+00:00,class_sandbox_start,3713233,core,,4,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,LineBreakProvider,LineBreakProvider_RBL4_dcf587c0Test,START,,
2026-07-23T19:24:13+00:00,class_agone_env,3713233,core,,4,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,LineBreakProvider,LineBreakProvider_RBL4_dcf587c0Test,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:24:16+00:00,maven_verify_jacoco_pit,3713233,core,,3,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,,,PASS,19.549,-Dtest=org.junithelper.core.meta.ArgTypeMeta_RBL4_5cccf4b4Test
2026-07-23T19:24:17+00:00,generation_progress,,,,,,,,PASS,,1/240 classes completed; workers=4
2026-07-23T19:24:17+00:00,class_agone_run,3713233,core,,3,3713233:core/src/main/java/org/junithelper/core/meta/argtypemeta.java,ArgTypeMeta,ArgTypeMeta_RBL4_5cccf4b4Test,PASS,103.08,
2026-07-23T19:24:17+00:00,class_sandbox_start,3713233,core,,5,3713233:core/src/main/java/org/junithelper/command/forcejunitversion3command.java,ForceJUnitVersion3Command,ForceJUnitVersion3Command_RBL4_87a370f3Test,START,,
2026-07-23T19:24:18+00:00,generation_progress,,,,,,,,PASS,,2/240 classes completed; workers=4
2026-07-23T19:24:18+00:00,maven_verify_jacoco_pit,3713233,core,,1,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,,,PASS,20.546,-Dtest=org.junithelper.core.util.ThreadUtil_RBL4_f790382eTest
2026-07-23T19:24:19+00:00,maven_verify_jacoco_pit,3713233,core,,2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,,,PASS,20.39,-Dtest=org.junithelper.core.meta.ReturnTypeMeta_RBL4_d95af645Test
2026-07-23T19:24:20+00:00,class_agone_run,3713233,core,,1,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,ThreadUtil,ThreadUtil_RBL4_f790382eTest,PASS,105.191,
2026-07-23T19:24:20+00:00,class_sandbox_start,3713233,core,,6,3713233:core/src/main/java/org/junithelper/core/util/primitivetypeutil.java,PrimitiveTypeUtil,PrimitiveTypeUtil_RBL4_0aa8a201Test,START,,
2026-07-23T19:24:20+00:00,generation_progress,,,,,,,,PASS,,3/240 classes completed; workers=4
2026-07-23T19:24:20+00:00,class_agone_run,3713233,core,,2,3713233:core/src/main/java/org/junithelper/core/meta/returntypemeta.java,ReturnTypeMeta,ReturnTypeMeta_RBL4_d95af645Test,PASS,105.739,
2026-07-23T19:24:20+00:00,class_sandbox_start,3713233,core,,7,3713233:core/src/main/java/org/junithelper/core/filter/impl/triminsideofbracefilter.java,TrimInsideOfBraceFilter,TrimInsideOfBraceFilter_RBL4_4b7d40a8Test,START,,
2026-07-23T19:24:20+00:00,generation_progress,,,,,,,,PASS,,4/240 classes completed; workers=4
2026-07-23T19:24:21+00:00,class_agone_env,3713233,core,,5,3713233:core/src/main/java/org/junithelper/command/forcejunitversion3command.java,ForceJUnitVersion3Command,ForceJUnitVersion3Command_RBL4_87a370f3Test,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:24:23+00:00,class_agone_env,3713233,core,,6,3713233:core/src/main/java/org/junithelper/core/util/primitivetypeutil.java,PrimitiveTypeUtil,PrimitiveTypeUtil_RBL4_0aa8a201Test,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:24:23+00:00,class_agone_env,3713233,core,,7,3713233:core/src/main/java/org/junithelper/core/filter/impl/triminsideofbracefilter.java,TrimInsideOfBraceFilter,TrimInsideOfBraceFilter_RBL4_4b7d40a8Test,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:24:23+00:00,toolchain,,,,4,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:24:31+00:00,toolchain,,,,5,3713233:core/src/main/java/org/junithelper/command/forcejunitversion3command.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:24:32+00:00,toolchain,,,,6,3713233:core/src/main/java/org/junithelper/core/util/primitivetypeutil.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:24:33+00:00,toolchain,,,,7,3713233:core/src/main/java/org/junithelper/core/filter/impl/triminsideofbracefilter.java,,,PASS,,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172
2026-07-23T19:25:38+00:00,evosuite_generate,3713233,,evosuite,4,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,LineBreakProvider,,PASS,74.273,org.junithelper.core.generator.LineBreakProvider
2026-07-23T19:25:51+00:00,evosuite_generate,3713233,,evosuite,5,3713233:core/src/main/java/org/junithelper/command/forcejunitversion3command.java,ForceJUnitVersion3Command,,PASS,79.774,org.junithelper.command.ForceJUnitVersion3Command
2026-07-23T19:25:52+00:00,evosuite_generate,3713233,,evosuite,6,3713233:core/src/main/java/org/junithelper/core/util/primitivetypeutil.java,PrimitiveTypeUtil,,PASS,80.274,org.junithelper.core.util.PrimitiveTypeUtil
2026-07-23T19:25:52+00:00,maven_verify_jacoco_pit,3713233,core,,4,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,,,PASS,14.667,-Dtest=org.junithelper.core.generator.LineBreakProvider_RBL4_dcf587c0Test
2026-07-23T19:25:53+00:00,evosuite_generate,3713233,,evosuite,7,3713233:core/src/main/java/org/junithelper/core/filter/impl/triminsideofbracefilter.java,TrimInsideOfBraceFilter,,PASS,80.553,org.junithelper.core.filter.impl.TrimInsideOfBraceFilter
2026-07-23T19:26:10+00:00,maven_verify_jacoco_pit,3713233,core,,6,3713233:core/src/main/java/org/junithelper/core/util/primitivetypeutil.java,,,PASS,18.144,-Dtest=org.junithelper.core.util.PrimitiveTypeUtil_RBL4_0aa8a201Test
2026-07-23T19:26:12+00:00,maven_verify_jacoco_pit,3713233,core,,7,3713233:core/src/main/java/org/junithelper/core/filter/impl/triminsideofbracefilter.java,,,PASS,18.66,-Dtest=org.junithelper.core.filter.impl.TrimInsideOfBraceFilter_RBL4_4b7d40a8Test
2026-07-23T19:26:17+00:00,maven_verify_jacoco_pit,3713233,core,,4,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,,,PASS,15.949,-Dtest=org.junithelper.core.generator.LineBreakProvider_RBL4_dcf587c0Test
2026-07-23T19:26:18+00:00,class_agone_run,3713233,core,,4,3713233:core/src/main/java/org/junithelper/core/generator/linebreakprovider.java,LineBreakProvider,LineBreakProvider_RBL4_dcf587c0Test,PASS,133.316,
2026-07-23T19:26:18+00:00,class_sandbox_start,3847504,modules/weblounge-common,,8,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/language/localizablecontent.java,LocalizableContent,LocalizableContent_RBL4_9f4346c7Test,START,,
2026-07-23T19:26:18+00:00,generation_progress,,,,,,,,PASS,,5/240 classes completed; workers=4
