timestamp_utc,source,project,module,arm,focal_class,phase,status,category,severity,explanation_vi,suggested_action_vi,detail
2026-07-17T02:01:49+00:00,phase_log,3526892.0,core,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- \balanced_delivery\balanced_bundle_300\compiledrepos\3526892\core\src\test\java\com\datascience\executor\ProjectCommandExecutorTest.java:[7,25] error: package org.mockito does not exist
- \balanced_delivery\balanced_bundle_300\compiledrepos\3526892\core\src\test\java\com\datascience\executor\ProjectCommandExecutorTest.java:[20,18] error: cannot find symbol
- \balanced_delivery\balanced_bundle_300\compiledrepos\3526892\core\src\test\java\com\datascience\executor\ProjectCommandExecutorTest.java:[30,8] error: cannot find symbol
- \balanced_delivery\balanced_bundle_300\compiledrepos\3526892\core\src\test\java\com\datascience\executor\ProjectCommandExecutorTest.java:[32,24] error: cannot find symbol
- \balanced_delivery\balanced_bundle_300\compiledrepos\3526892\core\src\test\java\com\datascience\executor\ProjectCommandExecutorTest.java:[37,8] error: cannot find symbol
- \balanced_delivery\balanced_bundle_300\com"
2026-07-17T02:04:16+00:00,phase_log,37489990.0,tomcat-gcp-lib,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- D:\balanced_delivery\balanced_bundle_300\compiledrepos\37489990\tomcat-gcp-lib\src\test\java\com\google\cloud\runtimes\tomcat\session\DatastoreManagerTest.java:[38,26] cannot find symbol
- symbol:   method start()
- location: interface org.apache.catalina.Store
- D:\balanced_delivery\balanced_bundle_300\compiledrepos\37489990\tomcat-gcp-lib\src\test\java\com\google\cloud\runtimes\tomcat\session\DatastoreManagerTest.java:[85,49] cannot find symbol
- symbol:   method of(java.lang.String[])
- location: interface java.util.Set
- D:\balanced_delivery\balanced_bundle_300\compiledrepos\37489990\tomcat-gcp-lib\src\test\java\com\google\cloud\runtimes\tomcat\session\DatastoreManagerTest.java:[92,26] cannot find symbol
- symbol:   method stop()
- location: interface org.apache.catalina.Store
- D:\balanced_delivery\balanced_bundle_300\compiledrepos\37489990\tomcat-gcp-lib\src\test\java\com\google\cloud\runtimes\tomcat\"
2026-07-17T02:05:11+00:00,phase_log,37728390.0,contrib/geomason,,,maven_verify_jacoco_pit,FAIL,unclassified_runtime_issue,warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"The following general errors were encountered during the Maven build:

- Failed to execute goal org.pitest:pitest-maven:1.16.0:mutationCoverage (default-cli) on project geomason: Execution default-cli of goal org.pitest:pitest-maven:1.16.0:mutationCoverage failed: Please check you have correctly installed the pitest plugin for your project's test library (JUnit 5, TestNG, JUnit 4 etc).
- 
- Please copy and paste the information and the complete stacktrace below when reporting an issue
- VM : Java HotSpot(TM) 64-Bit Server VM
- Vendor : Oracle Corporation
- Version : 25.172-b11
- Uptime : 17940
- Input ->
- 1 : -Dclassworlds.conf=C:\Program Files\Apache\maven\bin\m2.conf
- 2 : -Dmaven.home=C:\Program Files\Apache\maven
- 3 : -Dlibrary.jansi.path=C:\Program Files\Apache\maven\lib\jansi-native
- 4 : -Dmaven.multiModuleProjectDirectory=D:\balanced_delivery\balanced_bundle_300\compiledrepos\37728390\contrib\geomason
- BootClassPathSupported : true
- 
- 
- Please copy and paste the informati"
2026-07-17T02:05:38+00:00,phase_log,37728390.0,contrib/geomason,,,maven_verify_jacoco_pit,FAIL,generated_test_assertion_failure,error,"Test compile và chạy được nhưng assertion fail, nên JaCoCo/PIT không được tính là pass đầy đủ.",Ghi nhận fail_stage; không sửa assertion nếu đang chạy protocol no-repair.,"The following general errors were encountered during the Maven build:

- Tests run: 12, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 0.04 s <<< FAILURE! - in sim.util.geo.AttributeValueTest
- testEquals(sim.util.geo.AttributeValueTest)  Time elapsed: 0.011 s  <<< FAILURE!
- java.lang.AssertionError: null
- at sim.util.geo.AttributeValueTest.testEquals(AttributeValueTest.java:87)
- 
- testHashCode(sim.util.geo.AttributeValueTest)  Time elapsed: 0 s  <<< FAILURE!
- java.lang.AssertionError: expected:<2603423> but was:<205670417>
- at sim.util.geo.AttributeValueTest.testHashCode(AttributeValueTest.java:97)
- 
- Failures:
- AttributeValueTest.testEquals:87 null
- AttributeValueTest.testHashCode:97 expected:<2603423> but was:<205670417>
- Tests run: 12, Failures: 2, Errors: 0, Skipped: 0
- There are test failures.
- 
- Please refer to D:\balanced_delivery\balanced_bundle_300\compiledrepos\37728390\contrib\geomason\target\surefire-reports for the individual test results.
- Please refer "
2026-07-17T02:07:38+00:00,phase_log,38080174.0,boot-jmx,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/boot-jmx/src/test/java/io/datakernel/jmx/JmxRegistryTest.java:[19,26] package org.mockito does not exist
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/boot-jmx/src/test/java/io/datakernel/jmx/JmxRegistryTest.java:[32,15] cannot find symbol
- symbol:   method mock(java.lang.Class<javax.management.MBeanServer>)
- location: class io.datakernel.jmx.JmxRegistryTest
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/boot-jmx/src/test/java/io/datakernel/jmx/JmxRegistryTest.java:[33,24] cannot find symbol
- symbol:   method mock(java.lang.Class<io.datakernel.jmx.DynamicMBeanFactory>)
- location: class io.datakernel.jmx.JmxRegistryTest
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/boot-jmx/src/test/java/io/datakernel/jmx/JmxRegistryTest.java:[37,35] method of in class io.datakernel.jmx.JmxBeanSe"
2026-07-17T02:08:29+00:00,phase_log,38080174.0,cloud-fs,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/cloud-fs/src/test/java/io/datakernel/remotefs/TestCachedFsClient.java:[16,26] package org.mockito does not exist
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/cloud-fs/src/test/java/io/datakernel/remotefs/TestCachedFsClient.java:[26,22] cannot find symbol
- symbol:   method mock(java.lang.Class<io.datakernel.remotefs.FsClient>)
- location: class io.datakernel.remotefs.TestCachedFsClient
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/cloud-fs/src/test/java/io/datakernel/remotefs/TestCachedFsClient.java:[27,23] cannot find symbol
- symbol:   method mock(java.lang.Class<io.datakernel.remotefs.FsClient>)
- location: class io.datakernel.remotefs.TestCachedFsClient
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/cloud-fs/src/test/java/io/datakernel/remotefs/TestCachedFsClient.java:[35,16] c"
2026-07-17T02:11:45+00:00,phase_log,38080174.0,core-http,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/core-http/src/test/java/io/datakernel/http/HttpMessageTest.java:[56,29] constructor HttpHeader in class io.datakernel.http.HttpHeader cannot be applied to given types;
- required: byte[],int,int,byte[],int
- found: java.lang.String
- reason: actual and formal argument lists differ in length
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/core-http/src/test/java/io/datakernel/http/HttpMessageTest.java:[64,30] constructor HttpHeader in class io.datakernel.http.HttpHeader cannot be applied to given types;
- required: byte[],int,int,byte[],int
- found: java.lang.String
- reason: actual and formal argument lists differ in length
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/core-http/src/test/java/io/datakernel/http/HttpMessageTest.java:[65,30] constructor HttpHeader in class io.datakernel.http.HttpHeader can"
2026-07-17T02:12:03+00:00,phase_log,38080174.0,core-http,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/core-http/src/test/java/io/datakernel/http/ContentTypeTest.java:[51,30] cannot find symbol
- symbol:   method allocate(int)
- location: class io.datakernel.bytebuf.ByteBuf
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/core-http/src/test/java/io/datakernel/http/ContentTypeTest.java:[61,30] cannot find symbol
- symbol:   method allocate(int)
- location: class io.datakernel.bytebuf.ByteBuf"
2026-07-17T02:12:23+00:00,phase_log,38080174.0,core-http,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/core-http/src/test/java/io/datakernel/http/HttpCookieTest.java:[125,30] cannot find symbol
- symbol:   method allocate(int)
- location: class io.datakernel.bytebuf.ByteBuf"
2026-07-17T02:14:14+00:00,phase_log,38080174.0,uikernel,,,maven_verify_jacoco_pit,FAIL,project_compilation_error,error,"Project hoặc module Java không compile được khi đo JaCoCo/PIT; đây là lỗi source/dependency/build của repo, không nhất thiết là lỗi GPT.",Xem phase_log.csv để biết file Java và symbol lỗi; cần sửa dependency/source hoặc loại instance khỏi sample nếu precheck không tái lập buildability.,"The following compilation errors were encountered during the Maven build:

- 
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/uikernel/src/test/java/io/datakernel/uikernel/ReadSettingsTest.java:[23,19] constructor HttpRequest in class io.datakernel.http.HttpRequest cannot be applied to given types;
- required: io.datakernel.http.HttpMethod,io.datakernel.http.UrlParser
- found: no arguments
- reason: actual and formal argument lists differ in length
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/uikernel/src/test/java/io/datakernel/uikernel/ReadSettingsTest.java:[28,16] cannot find symbol
- symbol:   method setQueryParameter(java.lang.String,java.lang.String)
- location: variable request of type io.datakernel.http.HttpRequest
- /D:/balanced_delivery/balanced_bundle_300/compiledrepos/38080174/uikernel/src/test/java/io/datakernel/uikernel/ReadSettingsTest.java:[29,16] cannot find symbol
- symbol:   method setQueryParameter(java.lang.String,java.lang."
