repo_id,repo_url,commit_sha,class_key,focal_class,focal_path,mapping_count,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,build_tool,build_root,module_dir,module_selector,scope_key,declared_java_version,effective_java_runtime,selected_type,selection_rank_in_repo,selection_hash,selection_seed,selection_algorithm,complexity_half,replacement_of,replacement_reason,repository_storage_path,promotion_status,complexity_rank,original_manifest_index,split_name,split_source_manifest,split_created_utc,split_algorithm,sample_index,Project,Focal_Class,Test_Class,Focal_Path,Test_Path,Module,Repo_Dir,Compiled_Focal_Path,Synthesized_Test_Rel_Path,Package,Java_Version,Build_Tool,Recipe_Command_Windows,Recipe_Command_Posix,Recipe_ID,repo_exists,focal_exists,recipe_exists,duplicate_class_key,duplicate_focal_path,preflight_status,baseline_build_status
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/file/filesearcherfactory.java,FileSearcherFactory,core/src/main/java/org/junithelper/core/file/FileSearcherFactory.java,1,8,34,2,1,1,2,1.0,maven,core,core,.,maven:core,6,8,main,4,1324198e4a876cca2c66c7b2c54433ff089c946e63a39c711205ae4abf59627c,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,9,8,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,0,3713233,FileSearcherFactory,FileSearcherFactory_RBL4Test_5e446228,repos/3713233/core/src/main/java/org/junithelper/core/file/FileSearcherFactory.java,repos/3713233/core/src/test/java/org/junithelper/core/file/FileSearcherFactory_RBL4Test_5e446228.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\file\FileSearcherFactory.java,core/src/test/java/org/junithelper/core/file/FileSearcherFactory_RBL4Test_5e446228.java,org.junithelper.core.file,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/extractor/constructormetaextractor.java,ConstructorMetaExtractor,core/src/main/java/org/junithelper/core/extractor/ConstructorMetaExtractor.java,12,131,1108,6,3,13,23,3.8333333333333335,maven,core,core,.,maven:core,6,8,main,1,05a4d56b45644e9cedc61d3cae9e9c7099870196a1df6e4b40b78395db63a4df,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,280,279,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,1,3713233,ConstructorMetaExtractor,ConstructorMetaExtractor_RBL4Test_aefe9473,repos/3713233/core/src/main/java/org/junithelper/core/extractor/ConstructorMetaExtractor.java,repos/3713233/core/src/test/java/org/junithelper/core/extractor/ConstructorMetaExtractor_RBL4Test_aefe9473.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\extractor\ConstructorMetaExtractor.java,core/src/test/java/org/junithelper/core/extractor/ConstructorMetaExtractor_RBL4Test_aefe9473.java,org.junithelper.core.extractor,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS,PASS
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/quartzjob.java,QuartzJob,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/QuartzJob.java,5,224,1702,26,24,9,49,1.8846153846153846,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,1,040af0590d0fceb361e22483e826f89bf224675d8102f8d7dffa45ec8748b947,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,258,257,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,2,3847504,QuartzJob,QuartzJob_RBL4Test_b84fb44f,repos/3847504/modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/QuartzJob.java,repos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/scheduler/QuartzJob_RBL4Test_b84fb44f.java,modules/weblounge-common,D:\A_ThucNghiem\compiledrepos\3847504,D:\A_ThucNghiem\compiledrepos\3847504\modules\weblounge-common\src\main\java\ch\entwine\weblounge\common\impl\scheduler\QuartzJob.java,modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/scheduler/QuartzJob_RBL4Test_b84fb44f.java,ch.entwine.weblounge.common.impl.scheduler,1.7,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl modules/weblounge-common -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl modules/weblounge-common -am clean test-compile",v3:3847504:maven:modules/weblounge-common,1,1,1,0,0,PASS,PASS
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageimpl.java,PageImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/PageImpl.java,6,266,2106,23,19,17,68,2.9565217391304346,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,2,068fbd23888226bedc2101906848a722fc64ae18be10cdbfcaa30f0a42f331e7,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,291,290,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,3,3847504,PageImpl,PageImpl_RBL4Test_f985aed1,repos/3847504/modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/PageImpl.java,repos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/PageImpl_RBL4Test_f985aed1.java,modules/weblounge-common,D:\A_ThucNghiem\compiledrepos\3847504,D:\A_ThucNghiem\compiledrepos\3847504\modules\weblounge-common\src\main\java\ch\entwine\weblounge\common\impl\content\page\PageImpl.java,modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/PageImpl_RBL4Test_f985aed1.java,ch.entwine.weblounge.common.impl.content.page,1.7,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl modules/weblounge-common -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl modules/weblounge-common -am clean test-compile",v3:3847504:maven:modules/weblounge-common,1,1,1,0,0,PASS,PASS
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/missingtranslationscheck.java,MissingTranslationsCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/MissingTranslationsCheck.java,1,37,296,3,3,1,3,1.0,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,1,07a95418e3e252715855341f1fa562f13662f257799d03705dbde039b6eecdc3,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,17,16,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,4,39195736,MissingTranslationsCheck,MissingTranslationsCheck_RBL4Test_be7ec32e,repos/39195736/jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/MissingTranslationsCheck.java,repos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/MissingTranslationsCheck_RBL4Test_be7ec32e.java,jproperties-checks,D:\A_ThucNghiem\compiledrepos\39195736,D:\A_ThucNghiem\compiledrepos\39195736\jproperties-checks\src\main\java\org\sonar\jproperties\checks\generic\MissingTranslationsCheck.java,jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/MissingTranslationsCheck_RBL4Test_be7ec32e.java,org.sonar.jproperties.checks.generic,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl jproperties-checks -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl jproperties-checks -am clean test-compile",v3:39195736:maven:jproperties-checks,1,1,1,0,0,PASS,PASS
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/separatorconventioncheck.java,SeparatorConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck.java,2,74,554,5,3,9,15,3.0,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,2,0f8b63eedd177dbdd45eb1bf54c679d0fc37ceeac2f677d0ef7c3b9f85b0de39,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,250,249,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,5,39195736,SeparatorConventionCheck,SeparatorConventionCheck_RBL4Test_f2dcb8d8,repos/39195736/jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck.java,repos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck_RBL4Test_f2dcb8d8.java,jproperties-checks,D:\A_ThucNghiem\compiledrepos\39195736,D:\A_ThucNghiem\compiledrepos\39195736\jproperties-checks\src\main\java\org\sonar\jproperties\checks\generic\SeparatorConventionCheck.java,jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck_RBL4Test_f2dcb8d8.java,org.sonar.jproperties.checks.generic,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl jproperties-checks -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl jproperties-checks -am clean test-compile",v3:39195736:maven:jproperties-checks,1,1,1,0,0,PASS,PASS
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-standard-library/src/main/java/turin/context/context.java,Context,turin-standard-library/src/main/java/turin/context/Context.java,1,32,212,5,4,2,6,1.2,maven,.,turin-standard-library,turin-standard-library,maven:turin-standard-library,8,8,main,3,30469be79dc2c7653b4a978b048f888df0b1b78cc23969c43a845c4204bbca3b,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,59,58,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,6,41547678,Context,Context_RBL4Test_34266f79,repos/41547678/turin-standard-library/src/main/java/turin/context/Context.java,repos/41547678/turin-standard-library/src/test/java/turin/context/Context_RBL4Test_34266f79.java,turin-standard-library,D:\A_ThucNghiem\compiledrepos\41547678,D:\A_ThucNghiem\compiledrepos\41547678\turin-standard-library\src\main\java\turin\context\Context.java,turin-standard-library/src/test/java/turin/context/Context_RBL4Test_34266f79.java,turin.context,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\turin-standard-library\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/turin-standard-library/pom.xml"" clean test-compile",v3:41547678:maven:turin-standard-library,1,1,1,0,0,PASS,PASS
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/resolvers/srcsymbolresolver.java,SrcSymbolResolver,turin-compiler/src/main/java/me/tomassetti/turin/resolvers/SrcSymbolResolver.java,6,116,938,10,9,7,24,2.4,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,1,02ccb8172336d2b9da7a2399aa0a5b3191b397044a2b452a52e7783b833831c1,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,223,222,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,7,41547678,SrcSymbolResolver,SrcSymbolResolver_RBL4Test_8fe4f5a7,repos/41547678/turin-compiler/src/main/java/me/tomassetti/turin/resolvers/SrcSymbolResolver.java,repos/41547678/turin-compiler/src/test/java/me/tomassetti/turin/resolvers/SrcSymbolResolver_RBL4Test_8fe4f5a7.java,turin-compiler,D:\A_ThucNghiem\compiledrepos\41547678,D:\A_ThucNghiem\compiledrepos\41547678\turin-compiler\src\main\java\me\tomassetti\turin\resolvers\SrcSymbolResolver.java,turin-compiler/src/test/java/me/tomassetti/turin/resolvers/SrcSymbolResolver_RBL4Test_8fe4f5a7.java,me.tomassetti.turin.resolvers,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl turin-compiler -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl turin-compiler -am clean test-compile",v3:41547678:maven:turin-compiler,1,1,1,0,0,PASS,PASS
41627638,https://github.com/cuipengfei/Spikes,3b98b697479020d277bcf69f5651102982d7ba12,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Solution.java,11,30,179,3,1,4,9,3.0,gradle,leetcode/battleships-in-a-board,leetcode/battleships-in-a-board,.,gradle:leetcode/battleships-in-a-board,8,8,main,1,0dc7048617b74b7d95a4a82a4b27e404451cfabaa461233302d65347fd8d99dd,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41627638,promoted_before_storage_audit,129,128,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,8,41627638,Solution,Solution_RBL4Test_d71b298e,repos/41627638/leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Solution.java,repos/41627638/leetcode/battleships-in-a-board/src/test/java/com/github/battleship/Solution_RBL4Test_d71b298e.java,leetcode/battleships-in-a-board,D:\A_ThucNghiem\compiledrepos\41627638,D:\A_ThucNghiem\compiledrepos\41627638\leetcode\battleships-in-a-board\src\main\java\com\github\battleship\Solution.java,leetcode/battleships-in-a-board/src/test/java/com/github/battleship/Solution_RBL4Test_d71b298e.java,com.github.battleship,1.8,Gradle,"""${REPO_DIR}\gradlew.bat"" --no-daemon --console=plain --stacktrace clean testClasses -x test","""${REPO_DIR}/gradlew"" --no-daemon --console=plain --stacktrace clean testClasses -x test",v3:41627638:gradle:leetcode/battleships-in-a-board,1,1,1,0,0,PASS,PASS
41627638,https://github.com/cuipengfei/Spikes,3b98b697479020d277bcf69f5651102982d7ba12,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/solution.java,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/Solution.java,7,73,433,6,1,6,16,2.6666666666666665,gradle,leetcode/battleships-in-a-board,leetcode/battleships-in-a-board,.,gradle:leetcode/battleships-in-a-board,8,8,main,4,1e6c19a33399156e6f9f252b978656700c45c608425850ac8e7bf8eed3fde395,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41627638,promoted_before_storage_audit,197,196,pilot60,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42,9,41627638,Solution,Solution_RBL4Test_5e962fc1,repos/41627638/leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/Solution.java,repos/41627638/leetcode/battleships-in-a-board/src/test/java/com/github/maxpointonline/plainloop/Solution_RBL4Test_5e962fc1.java,leetcode/battleships-in-a-board,D:\A_ThucNghiem\compiledrepos\41627638,D:\A_ThucNghiem\compiledrepos\41627638\leetcode\battleships-in-a-board\src\main\java\com\github\maxpointonline\plainloop\Solution.java,leetcode/battleships-in-a-board/src/test/java/com/github/maxpointonline/plainloop/Solution_RBL4Test_5e962fc1.java,com.github.maxpointonline.plainloop,1.8,Gradle,"""${REPO_DIR}\gradlew.bat"" --no-daemon --console=plain --stacktrace clean testClasses -x test","""${REPO_DIR}/gradlew"" --no-daemon --console=plain --stacktrace clean testClasses -x test",v3:41627638:gradle:leetcode/battleships-in-a-board,1,1,1,0,0,PASS,PASS
